origin_city,dest_city,dest_country,n_passengers_in,n_passengers_out,year,month
Brisbane,Shanghai,China,4124,3553,2018,3
Brisbane,Shenzhen,China,856,1261,2018,3
Brisbane,Singapore,Singapore,33457,33810,2018,3
Brisbane,Taipei,Taiwan,6774,7784,2018,3
Brisbane,Tokyo,Japan,7947,8197,2018,3
Brisbane,Vancouver,Canada,6134,6512,2018,3
Brisbane,Wellington,New Zealand,7116,6705,2018,3
Cairns,Auckland,New Zealand,320,348,2018,3
Cairns,Denpasar,Indonesia,2596,2827,2018,3
Cairns,Guangzhou,China,1647,1401,2018,3
Cairns,Hong Kong,Hong Kong (SAR),2417,3937,2018,3
Cairns,Osaka,Japan,7792,7890,2018,3
Cairns,Port Moresby,Papua New Guinea,2844,2322,2018,3
Cairns,Shenzhen,China,331,599,2018,3
Cairns,Singapore,Singapore,2024,2673,2018,3
Cairns,Tokyo,Japan,8735,8680,2018,3
Canberra,Doha,Qatar,1019,1206,2018,3
Canberra,Singapore,Singapore,1665,1305,2018,3
Canberra,Wellington,New Zealand,1291,1226,2018,3
Darwin,Denpasar,Indonesia,2609,2766,2018,3
Darwin,Manila,Philippines,322,309,2018,3
Darwin,Singapore,Singapore,4787,5031,2018,3
Gold Coast,Auckland,New Zealand,15746,16458,2018,3
Gold Coast,Christchurch,New Zealand,3354,3100,2018,3
Gold Coast,Hong Kong,Hong Kong (SAR),2540,1310,2018,3
Gold Coast,Kuala Lumpur,Malaysia,5068,5737,2018,3
Gold Coast,Queenstown,New Zealand,1766,1810,2018,3
Gold Coast,Singapore,Singapore,5897,5428,2018,3
Gold Coast,Tokyo,Japan,7810,8173,2018,3
Gold Coast,Wellington,New Zealand,2077,2019,2018,3
Melbourne,Abu Dhabi,United Arab Emirates,12699,15415,2018,3
Melbourne,Anchorage,USA,NA,NA,2018,3
Melbourne,Auckland,New Zealand,60124,59349,2018,3
Melbourne,Bahrain,Bahrain,NA,NA,2018,3
Melbourne,Bandar Seri Begawan,Brunei,4656,4555,2018,3
Melbourne,Bangkok,Thailand,19142,19067,2018,3
Melbourne,Beijing,China,4795,5076,2018,3
Melbourne,Changsha,China,1817,1683,2018,3
Melbourne,Chengdu,China,2515,3044,2018,3
Melbourne,Chongqing,China,1983,1886,2018,3
Melbourne,Christchurch,New Zealand,18881,18410,2018,3
Melbourne,Colombo,Sri Lanka,7139,5806,2018,3
Melbourne,Denpasar,Indonesia,22102,24715,2018,3
Melbourne,Doha,Qatar,7904,14135,2018,3
Melbourne,Dubai,United Arab Emirates,22411,25930,2018,3
Melbourne,Guangzhou,China,14288,15463,2018,3
Melbourne,Hangzhou,China,1143,1367,2018,3
Melbourne,Ho Chi Minh City,Vietnam,11045,10165,2018,3
Melbourne,Hong Kong,Hong Kong (SAR),36024,37387,2018,3
Melbourne,Honolulu,USA,3727,3908,2018,3
Melbourne,Jakarta,Indonesia,3256,3490,2018,3
Melbourne,Kuala Lumpur,Malaysia,31505,30240,2018,3
Melbourne,London,UK,3148,4469,2018,3
Melbourne,Los Angeles,USA,22408,24100,2018,3
Melbourne,Manila,Philippines,3502,3335,2018,3
Melbourne,Nadi,Fiji,4745,5761,2018,3
Melbourne,New Delhi,India,3452,3251,2018,3
Melbourne,New York,USA,NA,NA,2018,3
Melbourne,Noumea,New Caledonia,1078,1246,2018,3
Melbourne,Phuket,Thailand,3840,3849,2018,3
Melbourne,Qingdao,China,1978,2059,2018,3
Melbourne,Queenstown,New Zealand,6633,6570,2018,3
Melbourne,Santiago,Chile,2869,2770,2018,3
Melbourne,Shanghai,China,14066,13899,2018,3
Melbourne,Shenzhen,China,2132,1832,2018,3
Melbourne,Singapore,Singapore,60134,59313,2018,3
Melbourne,Taipei,Taiwan,2355,2856,2018,3
Melbourne,Tokyo,Japan,11613,13220,2018,3
Melbourne,Wellington,New Zealand,8947,9139,2018,3
Melbourne,Xiamen,China,2532,2378,2018,3
Melbourne,Xi'an,China,1872,1738,2018,3
Melbourne,Zhengzhou,China,1103,1469,2018,3
Perth,Abu Dhabi,United Arab Emirates,6010,7180,2018,3
Perth,Auckland,New Zealand,8894,7860,2018,3
Perth,Bangkok,Thailand,6504,6147,2018,3
Perth,Christchurch,New Zealand,2216,1768,2018,3
Perth,Denpasar,Indonesia,32718,35478,2018,3
Perth,Doha,Qatar,7091,10133,2018,3
Perth,Dubai,United Arab Emirates,15887,18469,2018,3
Perth,Guangzhou,China,4314,4111,2018,3
Perth,Hong Kong,Hong Kong (SAR),9581,10546,2018,3
Perth,Jakarta,Indonesia,2173,2174,2018,3
Perth,Johannesburg,South Africa,5078,5825,2018,3
Perth,Kota Kinabalu,Malaysia,538,501,2018,3
Perth,Kuala Lumpur,Malaysia,21524,19238,2018,3
Perth,London,UK,1188,1039,2018,3
Perth,Mauritius,Mauritius,1831,2016,2018,3
Perth,Singapore,Singapore,47076,46401,2018,3
Port Hedland,Denpasar,Indonesia,284,295,2018,3
Sydney,Abu Dhabi,United Arab Emirates,16831,21320,2018,3
Sydney,Anchorage,USA,NA,NA,2018,3
Sydney,Apia,Western Samoa,660,934,2018,3
Sydney,Auckland,New Zealand,71902,68650,2018,3
Sydney,Bahrain,Bahrain,NA,NA,2018,3
Sydney,Bangkok,Thailand,27029,26295,2018,3
Sydney,Beijing,China,11743,13618,2018,3
Sydney,Changsha,China,1887,1526,2018,3
Sydney,Chengdu,China,2480,2177,2018,3
Sydney,Chicago,USA,NA,NA,2018,3
Sydney,Chongqing,China,1107,978,2018,3
Sydney,Christchurch,New Zealand,25532,25354,2018,3
Sydney,Dallas,USA,8648,11260,2018,3
Sydney,Denpasar,Indonesia,21058,23032,2018,3
Sydney,Doha,Qatar,14553,22327,2018,3
Sydney,Dubai,United Arab Emirates,27096,30627,2018,3
Sydney,Fuzhou,China,2483,2000,2018,3
Sydney,Guangzhou,China,15249,15499,2018,3
Sydney,Haikou,China,1308,1121,2018,3
Sydney,Hangzhou,China,1249,1123,2018,3
Sydney,Hanoi,Vietnam,2371,2227,2018,3
Sydney,Ho Chi Minh City,Vietnam,11946,10425,2018,3
Sydney,Hong Kong,Hong Kong (SAR),45693,45387,2018,3
Sydney,Honolulu,USA,15626,17321,2018,3
Sydney,Houston,USA,4246,5759,2018,3
Sydney,Jakarta,Indonesia,6913,6251,2018,3
Sydney,Johannesburg,South Africa,6928,6468,2018,3
Sydney,Kuala Lumpur,Malaysia,26054,23932,2018,3
Sydney,Kunming,China,2325,1862,2018,3
Sydney,London,UK,10198,12148,2018,3
Sydney,Los Angeles,USA,32993,34893,2018,3
Sydney,Louisville,USA,NA,NA,2018,3
Sydney,Macau,Macau,NA,NA,2018,3
Sydney,Manila,Philippines,18392,15650,2018,3
Sydney,Miami,USA,NA,NA,2018,3
Sydney,Nadi,Fiji,15888,16886,2018,3
Sydney,Nanjing,China,1777,1550,2018,3
Sydney,New Delhi,India,4122,3573,2018,3
Sydney,New York,USA,2304,3042,2018,3
Sydney,Noumea,New Caledonia,3603,3980,2018,3
Sydney,Osaka,Japan,3206,3298,2018,3
Sydney,Phuket,Thailand,3842,3886,2018,3
Sydney,Port Moresby,Papua New Guinea,956,954,2018,3
Sydney,Port Vila,Vanuatu,2373,2513,2018,3
Sydney,Qingdao,China,1872,2309,2018,3
Sydney,Queenstown,New Zealand,14111,12893,2018,3
Sydney,Rarotonga,Cook Islands,939,1281,2018,3
Sydney,San Francisco,USA,12685,14232,2018,3
Sydney,Santiago,Chile,8595,8116,2018,3
Sydney,Seoul,Korea,15609,16880,2018,3
Sydney,Shanghai,China,21418,19191,2018,3
Sydney,Shenzhen,China,2814,2464,2018,3
Sydney,Singapore,Singapore,63917,62102,2018,3
Sydney,Suva,Fiji,333,421,2018,3
Sydney,Taipei,Taiwan,8105,10509,2018,3
Sydney,Tianjin,China,424,614,2018,3
Sydney,Tokyo,Japan,20501,22667,2018,3
Sydney,Tongatapu,Tonga,1040,647,2018,3
Sydney,Toronto,Canada,1617,1824,2018,3
Sydney,Vancouver,Canada,6275,6259,2018,3
Sydney,Wellington,New Zealand,15430,14263,2018,3
Sydney,Wuhan,China,1863,1491,2018,3
Sydney,Xiamen,China,2807,2253,2018,3
Sydney,Xi'an,China,2241,1757,2018,3
Sydney,Zhengzhou,China,1094,902,2018,3
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2018,3
Townsville,Denpasar,Indonesia,1402,1027,2018,3
Townsville,Port Moresby,Papua New Guinea,342,328,2018,3
Adelaide,Auckland,New Zealand,3620,3724,2018,4
Adelaide,Denpasar,Indonesia,4925,4801,2018,4
Adelaide,Doha,Qatar,3299,6151,2018,4
Adelaide,Dubai,United Arab Emirates,5319,8226,2018,4
Adelaide,Guangzhou,China,2546,2548,2018,4
Adelaide,Hong Kong,Hong Kong (SAR),4042,4150,2018,4
Adelaide,Kuala Lumpur,Malaysia,4172,3822,2018,4
Adelaide,Nadi,Fiji,715,744,2018,4
Adelaide,Singapore,Singapore,7608,7537,2018,4
Brisbane,Abu Dhabi,United Arab Emirates,5813,8547,2018,4
Brisbane,Apia,Western Samoa,488,483,2018,4
Brisbane,Auckland,New Zealand,42719,37255,2018,4
Brisbane,Bangkok,Thailand,6599,6667,2018,4
Brisbane,Beijing,China,2559,2600,2018,4
Brisbane,Christchurch,New Zealand,12162,10665,2018,4
Brisbane,Denpasar,Indonesia,17187,17790,2018,4
Brisbane,Dubai,United Arab Emirates,16585,22359,2018,4
Brisbane,Dunedin,New Zealand,2226,1671,2018,4
Brisbane,Espiritu Santo,Vanuatu,406,352,2018,4
Brisbane,Guangzhou,China,7193,6842,2018,4
Brisbane,Hong Kong,Hong Kong (SAR),15441,15780,2018,4
Brisbane,Honiara,Solomon Islands,1873,2208,2018,4
Brisbane,Honolulu,USA,2977,3129,2018,4
Brisbane,Kuala Lumpur,Malaysia,396,420,2018,4
Brisbane,Los Angeles,USA,13517,16213,2018,4
Brisbane,Manila,Philippines,2606,2461,2018,4
Brisbane,Nadi,Fiji,7395,7151,2018,4
Brisbane,Nauru,Nauru,800,785,2018,4
Brisbane,Noumea,New Caledonia,1928,1717,2018,4
Brisbane,Port Moresby,Papua New Guinea,7649,7899,2018,4
Brisbane,Port Vila,Vanuatu,3330,3148,2018,4
Brisbane,Queenstown,New Zealand,2132,1812,2018,4
Brisbane,Seoul,Korea,3781,3877,2018,4
Brisbane,Shanghai,China,3155,2946,2018,4
Brisbane,Shenzhen,China,1468,1052,2018,4
Brisbane,Singapore,Singapore,33518,34287,2018,4
Brisbane,Taipei,Taiwan,7535,7479,2018,4
Brisbane,Tokyo,Japan,7410,6343,2018,4
Brisbane,Vancouver,Canada,4291,6670,2018,4
Brisbane,Wellington,New Zealand,8191,6791,2018,4
Cairns,Auckland,New Zealand,1327,1231,2018,4
Cairns,Denpasar,Indonesia,2226,2780,2018,4
Cairns,Guangzhou,China,536,502,2018,4
Cairns,Hong Kong,Hong Kong (SAR),1919,3835,2018,4
Cairns,Osaka,Japan,6156,5422,2018,4
Cairns,Port Moresby,Papua New Guinea,2373,2580,2018,4
Cairns,Shenzhen,China,771,714,2018,4
Cairns,Singapore,Singapore,1863,2279,2018,4
Cairns,Tokyo,Japan,7300,6175,2018,4
Canberra,Doha,Qatar,1234,1487,2018,4
Canberra,Singapore,Singapore,1760,1731,2018,4
Canberra,Wellington,New Zealand,1865,1499,2018,4
Darwin,Denpasar,Indonesia,2848,2805,2018,4
Darwin,Singapore,Singapore,6254,6200,2018,4
Gold Coast,Auckland,New Zealand,18573,17488,2018,4
Gold Coast,Christchurch,New Zealand,3335,2805,2018,4
Gold Coast,Hong Kong,Hong Kong (SAR),1434,869,2018,4
Gold Coast,Kuala Lumpur,Malaysia,6841,5853,2018,4
Gold Coast,Queenstown,New Zealand,1950,1695,2018,4
Gold Coast,Singapore,Singapore,5868,4969,2018,4
Gold Coast,Tokyo,Japan,7482,6310,2018,4
Gold Coast,Wellington,New Zealand,2683,2180,2018,4
Melbourne,Abu Dhabi,United Arab Emirates,11606,16310,2018,4
Melbourne,Auckland,New Zealand,57704,51209,2018,4
Melbourne,Bandar Seri Begawan,Brunei,4097,4843,2018,4
Melbourne,Bangkok,Thailand,19539,18555,2018,4
Melbourne,Beijing,China,4709,4485,2018,4
Melbourne,Changsha,China,2063,1557,2018,4
Melbourne,Chengdu,China,2681,2860,2018,4
Melbourne,Chongqing,China,1699,1539,2018,4
Melbourne,Christchurch,New Zealand,16553,14529,2018,4
Melbourne,Colombo,Sri Lanka,7108,6166,2018,4
Melbourne,Denpasar,Indonesia,24631,24723,2018,4
Melbourne,Doha,Qatar,8502,12938,2018,4
Melbourne,Dubai,United Arab Emirates,20399,24797,2018,4
Melbourne,Guangzhou,China,13820,14696,2018,4
Melbourne,Hangzhou,China,1294,1223,2018,4
Melbourne,Ho Chi Minh City,Vietnam,11534,10083,2018,4
Melbourne,Hong Kong,Hong Kong (SAR),36770,36041,2018,4
Melbourne,Honolulu,USA,3993,3736,2018,4
Melbourne,Jakarta,Indonesia,3112,2729,2018,4
Melbourne,Kuala Lumpur,Malaysia,33959,29749,2018,4
Melbourne,London,UK,1658,1715,2018,4
Melbourne,Los Angeles,USA,26453,29566,2018,4
Melbourne,Manila,Philippines,3537,3346,2018,4
Melbourne,Nadi,Fiji,6810,6557,2018,4
Melbourne,New Delhi,India,3101,2756,2018,4
Melbourne,Noumea,New Caledonia,1479,1178,2018,4
Melbourne,Phuket,Thailand,4531,4719,2018,4
Melbourne,Qingdao,China,1528,1710,2018,4
Melbourne,Queenstown,New Zealand,5923,4680,2018,4
Melbourne,Santiago,Chile,2459,2581,2018,4
Melbourne,Shanghai,China,12940,11678,2018,4
Melbourne,Shenzhen,China,2908,1590,2018,4
Melbourne,Singapore,Singapore,63338,58912,2018,4
Melbourne,Taipei,Taiwan,2781,2608,2018,4
Melbourne,Tokyo,Japan,12018,11460,2018,4
Melbourne,Wellington,New Zealand,9388,8234,2018,4
Melbourne,Xiamen,China,2974,2521,2018,4
Melbourne,Xi'an,China,1896,1525,2018,4
Melbourne,Zhengzhou,China,1525,1138,2018,4
Perth,Abu Dhabi,United Arab Emirates,4761,7980,2018,4
Perth,Auckland,New Zealand,7846,7549,2018,4
Perth,Bangkok,Thailand,6411,6487,2018,4
Perth,Christchurch,New Zealand,1257,925,2018,4
Perth,Denpasar,Indonesia,37461,37082,2018,4
Perth,Doha,Qatar,6728,9847,2018,4
Perth,Dubai,United Arab Emirates,12784,18382,2018,4
Perth,Guangzhou,China,3369,3547,2018,4
Perth,Hong Kong,Hong Kong (SAR),9267,10502,2018,4
Perth,Jakarta,Indonesia,1956,2128,2018,4
Perth,Johannesburg,South Africa,6242,6069,2018,4
Perth,Kota Kinabalu,Malaysia,460,481,2018,4
Perth,Kuala Lumpur,Malaysia,22292,20856,2018,4
Perth,London,UK,4585,4854,2018,4
Perth,Mauritius,Mauritius,2444,2679,2018,4
Perth,Singapore,Singapore,43533,45479,2018,4
Port Hedland,Denpasar,Indonesia,326,343,2018,4
Sydney,Abu Dhabi,United Arab Emirates,15475,24000,2018,4
Sydney,Anchorage,USA,NA,NA,2018,4
Sydney,Apia,Western Samoa,1962,1689,2018,4
Sydney,Auckland,New Zealand,69937,66678,2018,4
Sydney,Bangkok,Thailand,29499,26384,2018,4
Sydney,Beijing,China,12317,13151,2018,4
Sydney,Changsha,China,1799,1558,2018,4
Sydney,Chengdu,China,2905,2902,2018,4
Sydney,Chicago,USA,NA,NA,2018,4
Sydney,Chongqing,China,1256,1307,2018,4
Sydney,Christchurch,New Zealand,24461,22056,2018,4
Sydney,Dallas,USA,7615,10940,2018,4
Sydney,Denpasar,Indonesia,24370,24697,2018,4
Sydney,Doha,Qatar,13668,20814,2018,4
Sydney,Dubai,United Arab Emirates,25938,33662,2018,4
Sydney,Fuzhou,China,2558,2489,2018,4
Sydney,Guangzhou,China,14582,14667,2018,4
Sydney,Haikou,China,1394,776,2018,4
Sydney,Hangzhou,China,1392,1380,2018,4
Sydney,Hanoi,Vietnam,2510,2699,2018,4
Sydney,Ho Chi Minh City,Vietnam,11412,10283,2018,4
Sydney,Hong Kong,Hong Kong (SAR),43201,47910,2018,4
Sydney,Honolulu,USA,19461,18656,2018,4
Sydney,Houston,USA,3953,5339,2018,4
Sydney,Jakarta,Indonesia,5785,6085,2018,4
Sydney,Johannesburg,South Africa,6963,6847,2018,4
Sydney,Kota Kinabalu,Malaysia,NA,NA,2018,4
Sydney,Kuala Lumpur,Malaysia,28881,27197,2018,4
Sydney,Kunming,China,2230,2584,2018,4
Sydney,London,UK,7994,11368,2018,4
Sydney,Los Angeles,USA,31588,36823,2018,4
Sydney,Louisville,USA,NA,NA,2018,4
Sydney,Macau,Macau,NA,NA,2018,4
Sydney,Manila,Philippines,19785,18458,2018,4
Sydney,Nadi,Fiji,19583,18770,2018,4
Sydney,Nanjing,China,1577,1465,2018,4
Sydney,New Delhi,India,4650,3833,2018,4
Sydney,New York,USA,2899,3492,2018,4
Sydney,Noumea,New Caledonia,4373,3883,2018,4
Sydney,Osaka,Japan,3129,3171,2018,4
Sydney,Phuket,Thailand,3868,3890,2018,4
Sydney,Port Moresby,Papua New Guinea,865,1003,2018,4
Sydney,Port Vila,Vanuatu,3351,3126,2018,4
Sydney,Qingdao,China,1571,1755,2018,4
Sydney,Queenstown,New Zealand,14202,11744,2018,4
Sydney,Rarotonga,Cook Islands,918,1072,2018,4
Sydney,San Francisco,USA,11408,13813,2018,4
Sydney,Santiago,Chile,7823,7621,2018,4
Sydney,Seoul,Korea,14181,14907,2018,4
Sydney,Shanghai,China,19572,18821,2018,4
Sydney,Shenzhen,China,3102,2628,2018,4
Sydney,Singapore,Singapore,62749,63110,2018,4
Sydney,Surabaya,Indonesia,NA,NA,2018,4
Sydney,Suva,Fiji,366,406,2018,4
Sydney,Taipei,Taiwan,8382,9544,2018,4
Sydney,Tianjin,China,320,395,2018,4
Sydney,Tokyo,Japan,20204,19881,2018,4
Sydney,Tongatapu,Tonga,960,956,2018,4
Sydney,Toronto,Canada,1279,1119,2018,4
Sydney,Vancouver,Canada,4324,6694,2018,4
Sydney,Wellington,New Zealand,14317,13190,2018,4
Sydney,Wuhan,China,1866,1649,2018,4
Sydney,Xiamen,China,2418,2494,2018,4
Sydney,Xi'an,China,2488,1865,2018,4
Sydney,Zhengzhou,China,1174,910,2018,4
Toowoomba Wellcamp,Hong Kong,Hong Kong (SAR),NA,NA,2018,4
Townsville,Port Moresby,Papua New Guinea,415,443,2018,4
Adelaide,Auckland,New Zealand,2695,3017,2018,5
Adelaide,Denpasar,Indonesia,5003,4979,2018,5
Adelaide,Doha,Qatar,3528,6120,2018,5
Adelaide,Dubai,United Arab Emirates,5945,8376,2018,5
Adelaide,Guangzhou,China,2377,2498,2018,5
Adelaide,Hong Kong,Hong Kong (SAR),3424,3399,2018,5
Adelaide,Kuala Lumpur,Malaysia,3846,3456,2018,5
Adelaide,Nadi,Fiji,553,467,2018,5
Adelaide,Singapore,Singapore,7610,7235,2018,5
Brisbane,Abu Dhabi,United Arab Emirates,4993,8059,2018,5
Brisbane,Apia,Western Samoa,494,541,2018,5
Brisbane,Auckland,New Zealand,36543,34411,2018,5
Brisbane,Bangkok,Thailand,6143,6785,2018,5
Brisbane,Beijing,China,2034,2251,2018,5
Brisbane,Christchurch,New Zealand,10195,9284,2018,5
Brisbane,Denpasar,Indonesia,17032,18821,2018,5
Brisbane,Dubai,United Arab Emirates,14322,21934,2018,5
Brisbane,Dunedin,New Zealand,1699,1549,2018,5
Brisbane,Espiritu Santo,Vanuatu,278,420,2018,5
Brisbane,Guangzhou,China,6561,5957,2018,5
Brisbane,Hong Kong,Hong Kong (SAR),14083,14696,2018,5
Brisbane,Honiara,Solomon Islands,1924,1998,2018,5
Brisbane,Honolulu,USA,3265,3027,2018,5
Brisbane,Kuala Lumpur,Malaysia,372,214,2018,5
Brisbane,Los Angeles,USA,14486,14757,2018,5
Brisbane,Manila,Philippines,2453,2411,2018,5
Brisbane,Nadi,Fiji,8540,8284,2018,5
Brisbane,Nauru,Nauru,661,806,2018,5
Brisbane,Noumea,New Caledonia,1717,1737,2018,5
Brisbane,Port Moresby,Papua New Guinea,7324,7306,2018,5
Brisbane,Port Vila,Vanuatu,2736,2955,2018,5
Brisbane,Queenstown,New Zealand,1646,1660,2018,5
Brisbane,San Francisco,USA,209,NA,2018,5
Brisbane,Seoul,Korea,3706,3541,2018,5
Brisbane,Shanghai,China,2271,2328,2018,5
Brisbane,Shenzhen,China,1037,1032,2018,5
Brisbane,Singapore,Singapore,32402,32438,2018,5
Brisbane,Taipei,Taiwan,5859,6446,2018,5
Brisbane,Tokyo,Japan,6255,5433,2018,5
Brisbane,Vancouver,Canada,4908,6974,2018,5
Brisbane,Wellington,New Zealand,6290,6086,2018,5
Cairns,Auckland,New Zealand,1276,1170,2018,5
Cairns,Denpasar,Indonesia,2521,2901,2018,5
Cairns,Hong Kong,Hong Kong (SAR),1627,3523,2018,5
Cairns,Osaka,Japan,4876,5000,2018,5
Cairns,Port Moresby,Papua New Guinea,1987,1930,2018,5
Cairns,Shenzhen,China,496,788,2018,5
Cairns,Singapore,Singapore,1971,2425,2018,5
Cairns,Tokyo,Japan,5737,5772,2018,5
Canberra,Doha,Qatar,1204,1755,2018,5
Canberra,Singapore,Singapore,1726,2470,2018,5
Darwin,Denpasar,Indonesia,2963,2948,2018,5
Darwin,Shenzhen,China,93,34,2018,5
Darwin,Singapore,Singapore,4923,5202,2018,5
Gold Coast,Auckland,New Zealand,13979,15328,2018,5
Gold Coast,Christchurch,New Zealand,3390,3199,2018,5
Gold Coast,Hong Kong,Hong Kong (SAR),2144,1301,2018,5
Gold Coast,Kuala Lumpur,Malaysia,5584,4560,2018,5
Gold Coast,Queenstown,New Zealand,1771,1615,2018,5
Gold Coast,Singapore,Singapore,4615,3981,2018,5
Gold Coast,Tokyo,Japan,4707,4907,2018,5
Gold Coast,Wellington,New Zealand,1901,1804,2018,5
Melbourne,Abu Dhabi,United Arab Emirates,10404,16603,2018,5
Melbourne,Auckland,New Zealand,47546,45284,2018,5
Melbourne,Bandar Seri Begawan,Brunei,3277,3672,2018,5
Melbourne,Bangkok,Thailand,17438,18791,2018,5
Melbourne,Beijing,China,2988,3719,2018,5
Melbourne,Changchun,China,NA,NA,2018,5
Melbourne,Changsha,China,1254,1284,2018,5
Melbourne,Chengdu,China,1539,2223,2018,5
Melbourne,Chongqing,China,784,1274,2018,5
Melbourne,Christchurch,New Zealand,12770,11133,2018,5
Melbourne,Colombo,Sri Lanka,6912,5786,2018,5
Melbourne,Denpasar,Indonesia,25848,27394,2018,5
Melbourne,Doha,Qatar,6865,13902,2018,5
Melbourne,Dubai,United Arab Emirates,18208,26647,2018,5
Melbourne,Guangzhou,China,12489,13773,2018,5
Melbourne,Hangzhou,China,1326,1358,2018,5
Melbourne,Ho Chi Minh City,Vietnam,9828,9857,2018,5
Melbourne,Hong Kong,Hong Kong (SAR),28551,28289,2018,5
Melbourne,Honolulu,USA,5072,5131,2018,5
Melbourne,Jakarta,Indonesia,1963,1960,2018,5
Melbourne,Kuala Lumpur,Malaysia,27289,28663,2018,5
Melbourne,London,UK,1680,1826,2018,5
Melbourne,Los Angeles,USA,24869,25656,2018,5
Melbourne,Manila,Philippines,3353,3165,2018,5
Melbourne,Nadi,Fiji,6885,7752,2018,5
Melbourne,New Delhi,India,3009,2208,2018,5
Melbourne,Noumea,New Caledonia,736,836,2018,5
Melbourne,Phuket,Thailand,4460,4966,2018,5
Melbourne,Qingdao,China,1648,1665,2018,5
Melbourne,Queenstown,New Zealand,2590,2395,2018,5
Melbourne,Santiago,Chile,2092,2142,2018,5
Melbourne,Shanghai,China,10035,10030,2018,5
Melbourne,Shenzhen,China,1649,1301,2018,5
Melbourne,Singapore,Singapore,56001,57121,2018,5
Melbourne,Taipei,Taiwan,1967,2216,2018,5
Melbourne,Tokyo,Japan,9848,10545,2018,5
Melbourne,Wellington,New Zealand,9961,8576,2018,5
Melbourne,Xiamen,China,2149,1755,2018,5
Melbourne,Xi'an,China,1284,1342,2018,5
Melbourne,Zhengzhou,China,828,1185,2018,5
Perth,Abu Dhabi,United Arab Emirates,4015,6701,2018,5
Perth,Auckland,New Zealand,5852,5484,2018,5
Perth,Bangkok,Thailand,5681,5754,2018,5
Perth,Denpasar,Indonesia,36453,37569,2018,5
Perth,Doha,Qatar,6634,11515,2018,5
Perth,Dubai,United Arab Emirates,11198,15908,2018,5
Perth,Guangzhou,China,3175,2746,2018,5
Perth,Hong Kong,Hong Kong (SAR),7722,8446,2018,5
Perth,Jakarta,Indonesia,2077,1914,2018,5
Perth,Johannesburg,South Africa,4704,4636,2018,5
Perth,Kota Kinabalu,Malaysia,446,343,2018,5
Perth,Kuala Lumpur,Malaysia,20055,17561,2018,5
Perth,London,UK,4831,5060,2018,5
Perth,Mauritius,Mauritius,1809,1721,2018,5
Perth,Singapore,Singapore,42034,39548,2018,5
Port Hedland,Denpasar,Indonesia,319,292,2018,5
Sydney,Abu Dhabi,United Arab Emirates,14135,21360,2018,5
Sydney,Anchorage,USA,NA,NA,2018,5
Sydney,Apia,Western Samoa,1568,1722,2018,5
Sydney,Auckland,New Zealand,59201,55467,2018,5
Sydney,Bangkok,Thailand,24405,22520,2018,5
Sydney,Beijing,China,11456,13519,2018,5
Sydney,Changchun,China,NA,NA,2018,5
Sydney,Changsha,China,1547,1412,2018,5
Sydney,Chengdu,China,1964,2336,2018,5
Sydney,Chicago,USA,NA,NA,2018,5
Sydney,Chongqing,China,1106,1021,2018,5
Sydney,Christchurch,New Zealand,16031,15503,2018,5
Sydney,Cincinnati,USA,NA,NA,2018,5
Sydney,Dallas,USA,7703,8241,2018,5
Sydney,Denpasar,Indonesia,24931,26044,2018,5
Sydney,Doha,Qatar,14223,20969,2018,5
Sydney,Dubai,United Arab Emirates,24853,33461,2018,5
Sydney,Fuzhou,China,2493,1775,2018,5
Sydney,Guangzhou,China,14324,14515,2018,5
Sydney,Haikou,China,1032,785,2018,5
Sydney,Hangzhou,China,1145,1208,2018,5
Sydney,Hanoi,Vietnam,1834,2242,2018,5
Sydney,Ho Chi Minh City,Vietnam,9642,8675,2018,5
Sydney,Hong Kong,Hong Kong (SAR),36946,36660,2018,5
Sydney,Honolulu,USA,21482,19568,2018,5
Sydney,Houston,USA,3973,4044,2018,5
Sydney,Jakarta,Indonesia,4863,4714,2018,5
Sydney,Johannesburg,South Africa,5836,6071,2018,5
Sydney,Kuala Lumpur,Malaysia,23635,21840,2018,5
Sydney,Kunming,China,1419,1727,2018,5
Sydney,London,UK,8192,11833,2018,5
Sydney,Los Angeles,USA,32610,30285,2018,5
Sydney,Louisville,USA,NA,NA,2018,5
Sydney,Manila,Philippines,18409,16404,2018,5
Sydney,Nadi,Fiji,19546,19635,2018,5
Sydney,Nanjing,China,1687,1695,2018,5
Sydney,New Delhi,India,4498,2689,2018,5
Sydney,New York,USA,3420,3250,2018,5
Sydney,Noumea,New Caledonia,3900,3657,2018,5
Sydney,Osaka,Japan,2925,2693,2018,5
Sydney,Phuket,Thailand,3784,3761,2018,5
Sydney,Port Moresby,Papua New Guinea,865,896,2018,5
Sydney,Port Vila,Vanuatu,2907,2887,2018,5
Sydney,Qingdao,China,1301,1439,2018,5
Sydney,Queenstown,New Zealand,8802,7605,2018,5
Sydney,Rarotonga,Cook Islands,831,1051,2018,5
Sydney,San Francisco,USA,11389,12961,2018,5
Sydney,Santiago,Chile,6685,6321,2018,5
Sydney,Seoul,Korea,13556,14326,2018,5
Sydney,Shanghai,China,18187,16858,2018,5
Sydney,Shenzhen,China,2321,1814,2018,5
Sydney,Singapore,Singapore,56837,60678,2018,5
Sydney,Suva,Fiji,341,405,2018,5
