airline,country,n_flights_in,n_passengers_in,n_seats_in,n_flights_out,n_passengers_out,year,month
Asiana Airlines,Korea,31,9897,15345,31,10000,2017,12
Batik Air Indonesia,Indonesia,56,3604,10080,56,6834,2017,12
Beijing Capital Airlines,China,31,4151,6882,32,6128,2017,12
British Airways,UK,31,6984,9207,31,8512,2017,12
Cathay Pacific Airways,Hong Kong (SAR),353,79096,101198,353,95603,2017,12
Cebu Pacific Air,Philippines,31,8677,13516,31,10212,2017,12
China Airlines,New Zealand,44,9289,13508,44,11118,2017,12
China Airlines,Taiwan,105,20870,31866,105,28263,2017,12
China Eastern Airlines,China,199,32959,49894,199,42071,2017,12
China Southern Airlines,China,275,68900,82429,274,75449,2017,12
Delta Air Lines,USA,31,8102,9021,31,8589,2017,12
Emirates,New Zealand,93,37227,46254,93,42885,2017,12
Emirates,United Arab Emirates,383,133694,160993,383,148163,2017,12
Etihad Airways,United Arab Emirates,185,56333,68366,185,63653,2017,12
Eva Air,Taiwan,23,4199,5796,23,5100,2017,12
Federal Express Corporation,China,NA,NA,NA,27,NA,2017,12
Federal Express Corporation,USA,27,NA,NA,NA,NA,2017,12
Fiji Airways,Fiji,156,24399,29093,156,26937,2017,12
Garuda Indonesia,Indonesia,150,21890,35727,149,31203,2017,12
Hainan Airlines,China,47,7831,12357,47,10236,2017,12
Hawaiian Airlines,USA,44,9862,12188,44,10884,2017,12
Hong Kong Airlines,Hong Kong (SAR),21,3710,6132,21,5379,2017,12
Indonesia AirAsia,Indonesia,111,7565,19980,111,10826,2017,12
Japan Airlines,Japan,62,8815,11560,62,11213,2017,12
Jetstar,China,8,1548,2680,8,1699,2017,12
Jetstar,Fiji,18,3008,3240,18,3024,2017,12
Jetstar,Indonesia,252,36182,58589,230,44580,2017,12
Jetstar,Japan,84,22414,28140,84,24991,2017,12
Jetstar,New Zealand,267,40466,48204,266,42933,2017,12
Jetstar,Singapore,46,8319,11070,46,10181,2017,12
Jetstar,Thailand,44,13182,14740,44,14250,2017,12
Jetstar,USA,44,13696,14740,44,13439,2017,12
Jetstar,Vietnam,31,8640,10385,31,9833,2017,12
Jetstar Asia,Singapore,56,7368,10080,55,9317,2017,12
Jin Air,Korea,3,1002,1173,2,424,2017,12
Korean Air,Korea,61,16619,20596,61,18009,2017,12
LATAM Airlines,Chile,44,11330,13200,45,11601,2017,12
Malaysia Airlines,Malaysia,189,38036,46940,189,43578,2017,12
Malindo Air,Malaysia,85,9493,13896,85,12749,2017,12
Nauru Airlines,Nauru,22,805,2304,23,742,2017,12
Pacific Air Express,Papua New Guinea,NA,NA,NA,5,NA,2017,12
Pacific Air Express,Solomon Islands,2,NA,NA,2,NA,2017,12
Philippine Airlines,New Zealand,3,367,468,3,404,2017,12
Philippine Airlines,Philippines,67,10737,18076,66,15816,2017,12
Polar Air Cargo,China,NA,NA,NA,10,NA,2017,12
Polar Air Cargo,Japan,13,NA,NA,5,NA,2017,12
Polar Air Cargo,Taiwan,NA,NA,NA,4,NA,2017,12
Polar Air Cargo,USA,5,NA,NA,NA,NA,2017,12
Qantas Airways,Canada,9,2634,3214,10,3291,2017,12
Qantas Airways,Chile,21,7214,7382,21,7099,2017,12
Qantas Airways,China,59,11137,15908,60,13903,2017,12
Qantas Airways,Hong Kong (SAR),123,31789,40512,123,33889,2017,12
Qantas Airways,Indonesia,54,8398,11376,51,8870,2017,12
Qantas Airways,Japan,101,24840,31555,102,28156,2017,12
Qantas Airways,New Caledonia,19,3150,3306,19,2744,2017,12
Qantas Airways,New Zealand,553,83228,100056,552,90025,2017,12
Qantas Airways,Papua New Guinea,29,2835,4930,29,2095,2017,12
Qantas Airways,Philippines,27,5168,7045,27,6593,2017,12
Qantas Airways,Singapore,193,37499,46267,193,41594,2017,12
Qantas Airways,South Africa,30,10216,10898,30,9596,2017,12
Qantas Airways,Thailand,31,7341,9082,32,8346,2017,12
Qantas Airways,UK,61,26121,29517,61,26102,2017,12
Qantas Airways,United Arab Emirates,1,88,484,1,453,2017,12
Qantas Airways,USA,205,60098,71012,203,67251,2017,12
Qatar Airways,Qatar,124,41771,51925,124,47251,2017,12
Royal Brunei Airlines,Brunei,31,5723,7874,31,7003,2017,12
Scoot Tigerair,Singapore,109,31934,39075,109,37637,2017,12
Sichuan Airlines,China,22,4345,6307,22,4645,2017,12
Silk Air,Singapore,48,4278,7776,48,7127,2017,12
Singapore Airlines,New Zealand,26,3305,4788,26,4047,2017,12
Singapore Airlines,Singapore,613,135640,171847,607,163846,2017,12
Solomon Airlines,Solomon Islands,18,1710,2448,18,1637,2017,12
South African Airways,South Africa,31,7361,8479,31,7470,2017,12
SriLankan Airlines,Sri Lanka,31,7648,8773,31,8176,2017,12
Tasman Cargo Airlines,New Zealand,22,NA,NA,22,NA,2017,12
Thai Airways International,Thailand,173,42922,53519,173,49774,2017,12
Tianjin Airlines,China,14,1758,3640,14,3100,2017,12
United Airlines,USA,92,19277,23184,92,20787,2017,12
United Parcel Service,China,NA,NA,NA,9,NA,2017,12
United Parcel Service,Korea,NA,NA,NA,14,NA,2017,12
United Parcel Service,Singapore,NA,NA,NA,5,NA,2017,12
United Parcel Service,USA,26,NA,NA,NA,NA,2017,12
Vietnam Airlines,Vietnam,75,15664,20624,75,17694,2017,12
Virgin Australia,Fiji,93,12665,17124,93,14933,2017,12
Virgin Australia,Hong Kong (SAR),31,5562,8525,31,7346,2017,12
Virgin Australia,Indonesia,84,6595,14784,77,9642,2017,12
Virgin Australia,New Zealand,420,53177,73752,422,58928,2017,12
Virgin Australia,Papua New Guinea,24,1899,4224,24,1561,2017,12
Virgin Australia,Solomon Islands,8,590,1408,8,747,2017,12
Virgin Australia,Tonga,8,1043,1408,8,1115,2017,12
Virgin Australia,USA,76,18178,25764,76,21936,2017,12
Virgin Australia,Vanuatu,17,2191,2992,17,2774,2017,12
Virgin Australia,Western Samoa,16,1852,2816,16,2238,2017,12
Xiamen Airlines,China,48,7598,11311,48,9237,2017,12
Air Caledonie International,New Caledonia,48,7900,8376,48,7190,2018,1
Air Canada,Canada,80,20529,22614,80,17097,2018,1
Air China,China,128,33188,38123,128,25462,2018,1
Air India,India,31,7414,7936,31,6173,2018,1
Air Mauritius,Mauritius,16,4410,4500,16,3740,2018,1
Air New Zealand,Cook Islands,4,1192,1238,4,1034,2018,1
Air New Zealand,New Zealand,736,125083,156849,738,118882,2018,1
Air Niugini,Papua New Guinea,111,6979,14542,111,8540,2018,1
Air Vanuatu,Vanuatu,39,5900,6630,39,4401,2018,1
AirAsia X,Malaysia,235,78699,88595,235,60301,2018,1
AirAsia X,New Zealand,31,9077,11687,31,10158,2018,1
All Nippon Airways,Japan,31,6949,7440,31,6438,2018,1
American Airlines,USA,31,8584,8804,30,7620,2018,1
Asiana Airlines,Korea,31,11880,15345,31,11516,2018,1
Batik Air Indonesia,Indonesia,62,9660,11160,62,5133,2018,1
Beijing Capital Airlines,China,31,5776,6882,31,4118,2018,1
British Airways,UK,31,8640,9207,31,7526,2018,1
Cathay Pacific Airways,Hong Kong (SAR),354,95009,100945,354,72327,2018,1
Cebu Pacific Air,Philippines,31,9714,13516,31,8278,2018,1
China Airlines,New Zealand,42,9024,12894,42,10870,2018,1
China Airlines,Taiwan,101,27163,30642,101,20236,2018,1
China Eastern Airlines,China,207,43647,53598,207,31852,2018,1
China Southern Airlines,China,293,75424,87624,292,61042,2018,1
Delta Air Lines,USA,31,8414,9021,31,7383,2018,1
Emirates,New Zealand,92,42439,45716,93,41757,2018,1
Emirates,United Arab Emirates,385,153694,160787,384,120914,2018,1
Etihad Airways,United Arab Emirates,186,65169,68665,186,52816,2018,1
Eva Air,Taiwan,22,5131,5544,22,3977,2018,1
Federal Express Corporation,China,NA,NA,NA,26,NA,2018,1
Federal Express Corporation,USA,26,NA,NA,NA,NA,2018,1
Fiji Airways,Fiji,160,27392,29951,160,22761,2018,1
Garuda Indonesia,Indonesia,153,32394,36504,153,25501,2018,1
Hainan Airlines,China,54,10404,13813,54,6322,2018,1
Hawaiian Airlines,USA,46,11989,12742,46,10416,2018,1
Hong Kong Airlines,Hong Kong (SAR),23,5035,6716,22,3164,2018,1
Indonesia AirAsia,Indonesia,111,16021,19980,111,12516,2018,1
Japan Airlines,Japan,61,10897,11351,61,10142,2018,1
Jetstar,China,8,1732,2680,8,1393,2018,1
Jetstar,Fiji,18,3142,3252,18,2853,2018,1
Jetstar,Indonesia,274,57634,63306,274,53217,2018,1
Jetstar,Japan,89,26001,29815,89,22977,2018,1
Jetstar,New Zealand,273,43825,49206,275,44159,2018,1
Jetstar,Singapore,48,10421,11275,49,9687,2018,1
Jetstar,Thailand,44,13387,14740,44,12669,2018,1
Jetstar,USA,44,13797,14740,44,12297,2018,1
Jetstar,Vietnam,31,9077,10385,31,9176,2018,1
Jetstar Asia,Singapore,52,8159,9360,52,7452,2018,1
Jin Air,Korea,9,2561,3519,9,2252,2018,1
Korean Air,Korea,62,19213,20863,62,16600,2018,1
LATAM Airlines,Chile,43,8740,12900,42,8724,2018,1
Malaysia Airlines,Malaysia,181,42518,48754,177,32794,2018,1
Malindo Air,Malaysia,83,11917,13590,83,8279,2018,1
Nauru Airlines,Nauru,24,796,2304,24,1174,2018,1
Pacific Air Express,Papua New Guinea,NA,NA,NA,5,NA,2018,1
Pacific Air Express,Solomon Islands,2,NA,NA,2,NA,2018,1
Philippine Airlines,Philippines,61,15402,16936,61,12327,2018,1
Polar Air Cargo,China,NA,NA,NA,8,NA,2018,1
Polar Air Cargo,Japan,13,NA,NA,4,NA,2018,1
Polar Air Cargo,Taiwan,NA,NA,NA,5,NA,2018,1
Polar Air Cargo,USA,4,NA,NA,NA,NA,2018,1
Qantas Airways,Canada,13,4351,4705,13,3712,2018,1
Qantas Airways,Chile,22,7586,7708,22,7263,2018,1
Qantas Airways,China,62,13405,16641,62,10800,2018,1
Qantas Airways,Hong Kong (SAR),128,38416,42863,128,31006,2018,1
Qantas Airways,Indonesia,53,9220,10840,53,7725,2018,1
Qantas Airways,Japan,106,29921,33152,106,28431,2018,1
Qantas Airways,New Caledonia,17,2851,2958,17,2469,2018,1
Qantas Airways,New Zealand,569,93376,101640,570,89145,2018,1
Qantas Airways,Papua New Guinea,31,2786,5270,31,2411,2018,1
Qantas Airways,Philippines,26,6317,6785,26,5928,2018,1
Qantas Airways,Singapore,199,42900,47475,199,39082,2018,1
Qantas Airways,South Africa,30,9903,10920,30,9592,2018,1
Qantas Airways,Thailand,31,8545,9018,34,8066,2018,1
Qantas Airways,UK,61,28215,29525,61,24756,2018,1
Qantas Airways,USA,225,72879,78708,223,62976,2018,1
Qatar Airways,Qatar,124,48096,51925,124,43253,2018,1
Royal Brunei Airlines,Brunei,31,6924,7874,31,6296,2018,1
Scoot Tigerair,Singapore,103,35386,37197,104,31398,2018,1
Sichuan Airlines,China,22,5106,6278,22,3879,2018,1
Silk Air,Singapore,49,7132,7764,49,4672,2018,1
Singapore Airlines,New Zealand,24,4212,4788,27,3222,2018,1
Singapore Airlines,Singapore,619,160788,170071,616,134166,2018,1
Solomon Airlines,Solomon Islands,17,1385,2312,18,1333,2018,1
South African Airways,South Africa,31,7002,8087,31,6583,2018,1
SriLankan Airlines,Sri Lanka,31,7913,8277,31,6501,2018,1
Tasman Cargo Airlines,New Zealand,21,NA,NA,21,NA,2018,1
Thai Airways International,Thailand,172,48751,53034,173,41926,2018,1
Tianjin Airlines,China,14,3051,3640,14,2083,2018,1
United Airlines,USA,106,23671,26712,103,20201,2018,1
United Parcel Service,China,NA,NA,NA,8,NA,2018,1
United Parcel Service,Korea,NA,NA,NA,14,NA,2018,1
United Parcel Service,Singapore,NA,NA,NA,3,NA,2018,1
United Parcel Service,USA,28,NA,NA,NA,NA,2018,1
Vietnam Airlines,Vietnam,76,16558,20824,76,16493,2018,1
Virgin Australia,Fiji,91,15273,16544,91,11739,2018,1
Virgin Australia,Hong Kong (SAR),31,7562,8525,31,5642,2018,1
Virgin Australia,Indonesia,86,11822,15136,86,10471,2018,1
Virgin Australia,New Zealand,426,57607,74760,425,54376,2018,1
Virgin Australia,Papua New Guinea,26,1281,4570,26,1707,2018,1
Virgin Australia,Solomon Islands,9,702,1584,9,610,2018,1
Virgin Australia,Tonga,9,1294,1584,10,1127,2018,1
Virgin Australia,USA,80,23481,27120,79,19577,2018,1
Virgin Australia,Vanuatu,18,2865,3168,18,2317,2018,1
Virgin Australia,Western Samoa,15,2025,2634,15,1802,2018,1
Xiamen Airlines,China,53,10422,12536,53,8183,2018,1
Air Caledonie International,New Caledonia,40,3988,6998,40,6106,2018,2
Air Canada,Canada,57,14342,15791,57,10911,2018,2
Air China,China,116,28081,32304,116,25942,2018,2
Air India,India,28,6806,7168,28,5841,2018,2
Air Mauritius,Mauritius,8,2137,2296,8,1521,2018,2
Air New Zealand,Cook Islands,4,798,1248,4,764,2018,2
Air New Zealand,New Zealand,579,104109,127270,577,106533,2018,2
Air Niugini,Papua New Guinea,92,5990,12575,93,5995,2018,2
Air Vanuatu,Vanuatu,27,2460,4590,27,2528,2018,2
AirAsia X,Malaysia,158,55733,59566,159,44122,2018,2
AirAsia X,New Zealand,28,6655,10556,28,8471,2018,2
All Nippon Airways,Japan,28,6367,6720,28,5640,2018,2
American Airlines,USA,28,7560,7952,28,6854,2018,2
Asiana Airlines,Korea,28,6243,8484,28,6210,2018,2
Batik Air Indonesia,Indonesia,40,3352,7200,40,1729,2018,2
Beijing Capital Airlines,China,28,5454,6216,28,4935,2018,2
British Airways,UK,28,7708,8316,28,6587,2018,2
Cathay Pacific Airways,Hong Kong (SAR),319,84318,91500,318,66034,2018,2
Cebu Pacific Air,Philippines,20,6992,8720,20,5236,2018,2
China Airlines,New Zealand,40,8330,12196,40,9454,2018,2
China Airlines,Taiwan,94,21495,28524,93,22099,2018,2
China Eastern Airlines,China,198,45129,52752,198,39529,2018,2
China Southern Airlines,China,267,69815,79728,267,65224,2018,2
Delta Air Lines,USA,26,6948,7566,26,6031,2018,2
Emirates,New Zealand,84,31989,41787,84,36496,2018,2
Emirates,United Arab Emirates,348,126418,143838,347,86766,2018,2
Etihad Airways,United Arab Emirates,168,50474,62020,168,40345,2018,2
Eva Air,Taiwan,16,3658,4032,16,3470,2018,2
Federal Express Corporation,China,NA,NA,NA,24,NA,2018,2
Federal Express Corporation,USA,24,NA,NA,NA,NA,2018,2
Fiji Airways,Fiji,104,14886,19152,104,14008,2018,2
Garuda Indonesia,Indonesia,122,22746,29030,122,18563,2018,2
Hainan Airlines,China,55,11836,14351,56,10125,2018,2
Hawaiian Airlines,USA,35,7639,9695,35,6571,2018,2
Hong Kong Airlines,Hong Kong (SAR),23,4560,6716,23,4566,2018,2
Indonesia AirAsia,Indonesia,84,11195,15120,84,9136,2018,2
Japan Airlines,Japan,56,9706,10070,56,9300,2018,2
Jetstar,China,8,1964,2680,8,1533,2018,2
Jetstar,Fiji,13,1958,2340,13,1511,2018,2
Jetstar,Indonesia,231,52561,57754,233,51242,2018,2
Jetstar,Japan,76,23736,25460,76,19813,2018,2
Jetstar,New Zealand,220,34121,39636,220,35055,2018,2
Jetstar,Singapore,44,9540,10406,43,8337,2018,2
Jetstar,Thailand,36,11174,12060,36,10467,2018,2
Jetstar,USA,31,9451,10385,32,8735,2018,2
Jetstar,Vietnam,20,6135,6700,20,5715,2018,2
Jetstar Asia,Singapore,51,7905,9180,51,7067,2018,2
Korean Air,Korea,56,15397,18844,56,13868,2018,2
LATAM Airlines,Chile,40,8790,12000,40,8551,2018,2
Malaysia Airlines,Malaysia,163,39123,45542,164,30642,2018,2
Malindo Air,Malaysia,68,9026,11016,68,6210,2018,2
Nauru Airlines,Nauru,16,925,2048,17,480,2018,2
Pacific Air Express,Papua New Guinea,3,NA,NA,3,NA,2018,2
Pacific Air Express,Solomon Islands,NA,NA,NA,2,NA,2018,2
Philippine Airlines,Philippines,56,13434,14856,56,10288,2018,2
Polar Air Cargo,China,NA,NA,NA,7,NA,2018,2
Polar Air Cargo,Japan,12,NA,NA,4,NA,2018,2
Polar Air Cargo,Korea,NA,NA,NA,1,NA,2018,2
Polar Air Cargo,Taiwan,NA,NA,NA,5,NA,2018,2
Polar Air Cargo,USA,4,NA,NA,NA,NA,2018,2
Qantas Airways,Chile,16,5334,5561,16,5302,2018,2
Qantas Airways,China,56,13160,15340,56,11908,2018,2
Qantas Airways,Hong Kong (SAR),113,33721,38605,113,28312,2018,2
Qantas Airways,Indonesia,45,7887,8995,45,6156,2018,2
Qantas Airways,Japan,96,28190,30116,96,26063,2018,2
Qantas Airways,Macau (SAR),1,NA,NA,1,NA,2018,2
Qantas Airways,New Caledonia,16,1986,2784,16,2516,2018,2
Qantas Airways,New Zealand,482,72151,84562,482,75010,2018,2
Qantas Airways,Papua New Guinea,28,3015,4760,28,2745,2018,2
Qantas Airways,Philippines,21,5277,5652,21,4880,2018,2
Qantas Airways,Singapore,165,37422,40245,165,32585,2018,2
Qantas Airways,South Africa,24,8013,8723,24,6777,2018,2
Qantas Airways,Thailand,28,7143,7747,28,7013,2018,2
Qantas Airways,UK,54,22961,26132,54,20545,2018,2
Qantas Airways,USA,186,55547,62303,185,45469,2018,2
Qatar Airways,Qatar,129,40257,52986,129,36341,2018,2
Royal Brunei Airlines,Brunei,28,6544,7112,28,4450,2018,2
Scoot Tigerair,Singapore,92,30429,31836,92,24694,2018,2
Sichuan Airlines,China,20,4928,5728,20,4592,2018,2
Silk Air,Singapore,40,4541,6270,40,3653,2018,2
Singapore Airlines,New Zealand,22,2950,4256,24,3277,2018,2
Singapore Airlines,Singapore,541,135182,145923,539,109261,2018,2
Solomon Airlines,Solomon Islands,16,1174,2176,16,946,2018,2
South African Airways,South Africa,25,4140,6327,25,4291,2018,2
SriLankan Airlines,Sri Lanka,28,7010,7476,28,4866,2018,2
Tasman Cargo Airlines,New Zealand,20,NA,NA,20,NA,2018,2
Thai Airways International,Thailand,156,43075,48616,156,36337,2018,2
Tianjin Airlines,China,20,4367,5200,20,4257,2018,2
United Airlines,USA,112,21021,28224,112,19272,2018,2
United Parcel Service,China,NA,NA,NA,8,NA,2018,2
United Parcel Service,Korea,NA,NA,NA,10,NA,2018,2
United Parcel Service,Singapore,NA,NA,NA,4,NA,2018,2
United Parcel Service,Taiwan,NA,NA,NA,1,NA,2018,2
United Parcel Service,USA,24,NA,NA,NA,NA,2018,2
Vietnam Airlines,Vietnam,68,16450,18632,68,16044,2018,2
Virgin Australia,Fiji,60,7486,10542,60,7795,2018,2
Virgin Australia,Hong Kong (SAR),28,6699,7700,28,5304,2018,2
Virgin Australia,Indonesia,78,9604,13728,78,10359,2018,2
Virgin Australia,New Zealand,335,47202,58810,336,47699,2018,2
Virgin Australia,Papua New Guinea,20,1241,3520,20,1242,2018,2
Virgin Australia,Solomon Islands,8,504,1408,8,516,2018,2
Virgin Australia,Tonga,7,833,1232,6,573,2018,2
Virgin Australia,USA,60,14342,20340,60,11974,2018,2
Virgin Australia,Vanuatu,12,1359,2106,12,1316,2018,2
Virgin Australia,Western Samoa,8,957,1408,8,834,2018,2
Xiamen Airlines,China,48,9880,11658,48,8843,2018,2
Air Caledonie International,New Caledonia,33,4179,6031,34,4971,2018,3
Air Canada,Canada,62,14026,17645,62,14595,2018,3
Air China,China,112,22179,30813,112,22099,2018,3
Air India,India,32,7574,8192,32,6824,2018,3
Air Mauritius,Mauritius,8,1831,2269,8,2016,2018,3
Air New Zealand,Cook Islands,5,939,1547,5,1281,2018,3
Air New Zealand,New Zealand,649,125549,142690,645,116648,2018,3
Air Niugini,Papua New Guinea,98,7556,13303,98,6794,2018,3
Air Vanuatu,Vanuatu,33,3208,5610,33,3555,2018,3
AirAsia X,Malaysia,175,52484,65975,175,49557,2018,3
AirAsia X,New Zealand,31,8983,11687,31,9660,2018,3
All Nippon Airways,Japan,31,5924,7440,31,6707,2018,3
American Airlines,USA,31,7301,8804,31,8282,2018,3
Asiana Airlines,Korea,31,7124,9393,31,6829,2018,3
Batik Air Indonesia,Indonesia,41,2540,7380,41,3328,2018,3
Beijing Capital Airlines,China,25,3850,5550,25,4368,2018,3
British Airways,UK,31,6796,9207,31,7773,2018,3
Cathay Pacific Airways,Hong Kong (SAR),347,75644,99672,345,81009,2018,3
Cebu Pacific Air,Philippines,23,8108,10028,22,6422,2018,3
China Airlines,New Zealand,27,7057,8283,27,6486,2018,3
China Airlines,Taiwan,81,16058,24618,81,20154,2018,3
China Eastern Airlines,China,177,33745,42228,177,30890,2018,3
China Southern Airlines,China,217,50386,59244,218,50804,2018,3
Delta Air Lines,USA,30,7148,8730,30,7586,2018,3
Emirates,New Zealand,78,37004,38881,79,30833,2018,3
Emirates,United Arab Emirates,390,105065,161440,389,121410,2018,3
Etihad Airways,United Arab Emirates,186,41871,68329,186,51400,2018,3
Eva Air,Taiwan,18,3840,4536,18,3947,2018,3
Federal Express Corporation,China,NA,NA,NA,26,NA,2018,3
Federal Express Corporation,USA,26,NA,NA,NA,NA,2018,3
Fiji Airways,Fiji,131,17305,24642,131,19106,2018,3
Garuda Indonesia,Indonesia,144,21686,34511,144,25490,2018,3
Hainan Airlines,China,60,9966,15486,61,9488,2018,3
Hawaiian Airlines,USA,44,8217,12188,44,9992,2018,3
Hong Kong Airlines,Hong Kong (SAR),19,2643,5548,18,2971,2018,3
Indonesia AirAsia,Indonesia,93,11703,16740,93,12178,2018,3
Japan Airlines,Japan,62,8463,11036,62,10702,2018,3
Jetstar,China,8,1103,2680,9,1469,2018,3
Jetstar,Fiji,14,1989,2544,14,1917,2018,3
Jetstar,Indonesia,250,56305,63159,249,57406,2018,3
Jetstar,Japan,86,24481,28810,86,24903,2018,3
Jetstar,New Zealand,237,37735,42924,239,37627,2018,3
Jetstar,Singapore,43,8369,9755,42,7929,2018,3
Jetstar,Thailand,39,11650,13065,39,11521,2018,3
Jetstar,USA,34,9558,11390,34,9766,2018,3
Jetstar,Vietnam,25,7408,8375,24,6474,2018,3
Jetstar Asia,Singapore,44,6650,7920,45,6719,2018,3
Korean Air,Korea,53,12420,17588,53,14766,2018,3
LATAM Airlines,Chile,45,9542,13500,44,9302,2018,3
Malaysia Airlines,Malaysia,190,34416,48138,187,32247,2018,3
Malindo Air,Malaysia,83,9252,13500,83,8273,2018,3
Nauru Airlines,Nauru,15,717,1536,15,533,2018,3
Pacific Air Express,Papua New Guinea,6,NA,NA,6,NA,2018,3
Pacific Air Express,Solomon Islands,3,NA,NA,3,NA,2018,3
Philippine Airlines,Philippines,55,11527,14590,55,10406,2018,3
Polar Air Cargo,China,NA,NA,NA,9,NA,2018,3
Polar Air Cargo,Japan,14,NA,NA,6,NA,2018,3
Polar Air Cargo,Taiwan,NA,NA,NA,4,NA,2018,3
Polar Air Cargo,USA,5,NA,NA,NA,NA,2018,3
Qantas Airways,Chile,17,5691,5892,17,5696,2018,3
Qantas Airways,China,62,13607,16852,63,13902,2018,3
Qantas Airways,Hong Kong (SAR),125,32281,37840,125,29978,2018,3
Qantas Airways,Indonesia,47,7820,9378,47,7509,2018,3
Qantas Airways,Japan,107,29230,33510,107,30324,2018,3
Qantas Airways,Macau (SAR),4,NA,NA,4,NA,2018,3
Qantas Airways,New Caledonia,17,2416,3052,17,2596,2018,3
Qantas Airways,New Zealand,527,87260,94693,528,83461,2018,3
Qantas Airways,Papua New Guinea,31,3513,5270,31,3009,2018,3
Qantas Airways,Philippines,23,5339,6108,23,5583,2018,3
Qantas Airways,Singapore,158,39207,45657,159,39055,2018,3
Qantas Airways,South Africa,26,8865,9418,26,8298,2018,3
Qantas Airways,Thailand,31,7717,8763,33,7794,2018,3
Qantas Airways,UK,61,20008,27769,61,24330,2018,3
Qantas Airways,USA,210,55555,68233,206,59958,2018,3
Qatar Airways,Qatar,155,33661,63023,154,52874,2018,3
Royal Brunei Airlines,Brunei,31,4656,7874,31,4555,2018,3
Samoa Airways,Western Samoa,2,115,340,2,199,2018,3
Scoot Tigerair,Singapore,98,30916,34692,98,29517,2018,3
Sichuan Airlines,China,21,3622,5791,21,4022,2018,3
Silk Air,Singapore,44,3834,6900,44,4668,2018,3
Singapore Airlines,New Zealand,22,3215,3724,27,3003,2018,3
